epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,412.688,1.52786,1.05756,1.11926,0.49028,0.5154,0.47947,0.30813,1.43563,1.05932,1.09454,0.000931067,0.000931067,0.000931067
19,435.132,1.53076,1.04859,1.127,0.49938,0.52803,0.49156,0.3058,1.45788,1.04762,1.10602,0.000922942,0.000922942,0.000922942
20,457.535,1.52043,1.04976,1.10955,0.51121,0.51264,0.49911,0.31137,1.46015,1.0379,1.1041,0.000914405,0.000914405,0.000914405
21,480.003,1.51373,1.04699,1.11211,0.515,0.52166,0.49102,0.31267,1.4383,1.04246,1.09881,0.000905463,0.000905463,0.000905463
22,502.693,1.53209,1.03745,1.11299,0.54949,0.50722,0.49152,0.30658,1.44319,1.05924,1.09184,0.000896127,0.000896127,0.000896127
23,525.146,1.51609,1.02981,1.10194,0.51483,0.52088,0.49124,0.31347,1.40989,1.03637,1.09671,0.000886404,0.000886404,0.000886404
24,547.756,1.50925,1.0208,1.09982,0.48346,0.52216,0.48201,0.30886,1.4346,1.04355,1.09111,0.000876305,0.000876305,0.000876305
25,570.296,1.51279,1.02802,1.11153,0.48378,0.51361,0.4914,0.3116,1.43044,1.04215,1.09418,0.000865839,0.000865839,0.000865839
26,592.799,1.49439,1.02009,1.10037,0.48491,0.52175,0.49144,0.31602,1.42824,1.03842,1.09631,0.000855018,0.000855018,0.000855018
27,615.292,1.50569,1.04195,1.11015,0.67776,0.45522,0.4882,0.30489,1.43475,1.05475,1.09702,0.000843851,0.000843851,0.000843851
28,637.895,1.50491,1.02318,1.10172,0.5187,0.52592,0.49548,0.31645,1.43659,1.03302,1.0985,0.000832349,0.000832349,0.000832349
29,660.574,1.48859,1.01069,1.0952,0.50409,0.53595,0.49362,0.30978,1.44149,1.04535,1.09666,0.000820525,0.000820525,0.000820525
30,683.071,1.49729,1.02522,1.1072,0.48957,0.52367,0.49644,0.31594,1.41179,1.03273,1.0918,0.000808389,0.000808389,0.000808389
31,705.647,1.4789,0.98674,1.09195,0.52406,0.50965,0.49106,0.31068,1.42642,1.04831,1.09546,0.000795954,0.000795954,0.000795954
32,728.159,1.47202,0.99716,1.09978,0.5309,0.51647,0.50324,0.32237,1.40581,1.02034,1.08718,0.000783231,0.000783231,0.000783231
33,750.534,1.48865,1.02059,1.10493,0.51105,0.51226,0.489,0.31058,1.41415,1.04227,1.08631,0.000770234,0.000770234,0.000770234
34,772.984,1.47138,1.00889,1.09697,0.49204,0.52225,0.49578,0.31717,1.4196,1.02127,1.09388,0.000756976,0.000756976,0.000756976
35,795.494,1.49253,1.00345,1.10326,0.53601,0.50552,0.49404,0.31529,1.40568,1.02984,1.08737,0.000743468,0.000743468,0.000743468
36,817.839,1.46524,0.98641,1.08952,0.52881,0.52013,0.49427,0.31203,1.42151,1.03115,1.08964,0.000729725,0.000729725,0.000729725
37,840.406,1.48424,0.9855,1.09045,0.47088,0.55898,0.4981,0.3146,1.4036,1.02313,1.0826,0.000715761,0.000715761,0.000715761
38,862.8,1.47017,0.98498,1.0975,0.49619,0.51274,0.4977,0.32159,1.42256,1.00136,1.08774,0.000701588,0.000701588,0.000701588
39,885.134,1.45182,0.97464,1.09405,0.5084,0.54003,0.50452,0.32219,1.39745,1.00349,1.08561,0.000687222,0.000687222,0.000687222
40,907.593,1.46248,0.98561,1.09028,0.5295,0.52952,0.51056,0.32778,1.40019,1.01985,1.0807,0.000672675,0.000672675,0.000672675
41,929.993,1.46067,0.98388,1.08322,0.53188,0.51415,0.49373,0.32305,1.39944,1.04094,1.07604,0.000657963,0.000657963,0.000657963
42,952.63,1.45958,0.96409,1.08088,0.51538,0.53005,0.51253,0.33381,1.403,1.00012,1.0764,0.000643101,0.000643101,0.000643101
43,975.017,1.45921,0.98166,1.08866,0.54275,0.51385,0.50388,0.32716,1.39741,1.0076,1.08086,0.000628101,0.000628101,0.000628101
44,997.582,1.47414,0.97399,1.08605,0.52375,0.53074,0.50348,0.32301,1.42155,1.02961,1.08195,0.000612981,0.000612981,0.000612981
45,1020,1.45193,0.96493,1.08641,0.50507,0.53655,0.5044,0.32839,1.42674,1.02925,1.08319,0.000597754,0.000597754,0.000597754
46,1042.24,1.45543,0.97629,1.08372,0.53519,0.51765,0.49552,0.32111,1.41082,1.03924,1.07752,0.000582435,0.000582435,0.000582435
47,1064.73,1.44286,0.95976,1.08024,0.51824,0.52412,0.50343,0.33266,1.38308,0.99299,1.07742,0.00056704,0.00056704,0.00056704
48,1087.12,1.44357,0.95185,1.08458,0.50917,0.52638,0.50684,0.32805,1.41002,1.00035,1.08434,0.000551584,0.000551584,0.000551584
49,1109.62,1.44223,0.95153,1.072,0.52601,0.54095,0.51415,0.33024,1.39373,0.98353,1.07888,0.000536081,0.000536081,0.000536081
50,1132.07,1.42434,0.94651,1.07066,0.54063,0.53337,0.51771,0.33603,1.38193,0.98275,1.07593,0.000520548,0.000520548,0.000520548
51,1154.54,1.4371,0.94714,1.06891,0.51761,0.5378,0.50306,0.32709,1.40211,1.02431,1.08397,0.000505,0.000505,0.000505
52,1177.02,1.44724,0.95419,1.08003,0.4944,0.53791,0.50045,0.32218,1.42041,1.00665,1.08918,0.000489452,0.000489452,0.000489452
53,1199.36,1.42512,0.94306,1.07579,0.54595,0.50648,0.50444,0.32727,1.42276,1.0063,1.08285,0.000473919,0.000473919,0.000473919
54,1221.81,1.43661,0.93676,1.07508,0.55379,0.52068,0.51194,0.33668,1.37447,0.98982,1.07871,0.000458416,0.000458416,0.000458416
55,1244.12,1.41249,0.93399,1.07143,0.51848,0.50365,0.4967,0.32668,1.41315,1.0179,1.08323,0.00044296,0.00044296,0.00044296
56,1266.61,1.43351,0.93335,1.06734,0.55333,0.53686,0.50891,0.33174,1.3979,0.98281,1.07784,0.000427565,0.000427565,0.000427565
57,1289.04,1.43895,0.96708,1.07964,0.50488,0.53287,0.49815,0.32233,1.40005,1.00085,1.08577,0.000412246,0.000412246,0.000412246
58,1311.52,1.41929,0.92765,1.06491,0.52612,0.50962,0.49863,0.32884,1.40685,0.99439,1.07941,0.000397019,0.000397019,0.000397019
59,1333.95,1.42563,0.92381,1.07102,0.52677,0.54129,0.50782,0.33197,1.39828,0.98268,1.08432,0.000381899,0.000381899,0.000381899
60,1356.49,1.41369,0.91544,1.05427,0.48827,0.55007,0.50111,0.32802,1.40343,1.00958,1.08139,0.000366899,0.000366899,0.000366899
61,1378.97,1.39855,0.90542,1.05622,0.54884,0.52657,0.50409,0.32541,1.41965,0.99943,1.08569,0.000352037,0.000352037,0.000352037
62,1401.22,1.40631,0.91248,1.05819,0.50568,0.54359,0.49881,0.32586,1.40248,0.9966,1.07969,0.000337325,0.000337325,0.000337325
63,1423.64,1.40365,0.9074,1.05604,0.51643,0.52818,0.5011,0.32904,1.41896,1.01708,1.08177,0.000322778,0.000322778,0.000322778
64,1446.18,1.41204,0.912,1.06198,0.53538,0.54226,0.51116,0.33529,1.39618,0.97579,1.08246,0.000308412,0.000308412,0.000308412
65,1468.56,1.39519,0.91955,1.05721,0.51418,0.53227,0.50092,0.3286,1.38178,0.98504,1.07929,0.000294239,0.000294239,0.000294239
66,1490.82,1.39829,0.9017,1.06661,0.53886,0.52014,0.50145,0.32627,1.40706,0.99693,1.08582,0.000280275,0.000280275,0.000280275
67,1513.2,1.4108,0.9133,1.05444,0.54918,0.51788,0.50743,0.33253,1.37769,0.9743,1.0765,0.000266532,0.000266532,0.000266532
68,1535.44,1.40051,0.89028,1.05098,0.53896,0.52783,0.50661,0.32822,1.40283,0.99412,1.08192,0.000253024,0.000253024,0.000253024
69,1557.78,1.3811,0.88626,1.05606,0.51267,0.54969,0.5143,0.33418,1.38742,0.9757,1.08102,0.000239766,0.000239766,0.000239766
70,1580.32,1.38833,0.88884,1.04703,0.54269,0.50146,0.4995,0.3255,1.40659,0.99338,1.08717,0.000226769,0.000226769,0.000226769
71,1602.64,1.38121,0.88857,1.05133,0.52484,0.51666,0.49641,0.32584,1.42442,0.99887,1.08837,0.000214046,0.000214046,0.000214046
72,1624.97,1.37939,0.88205,1.05417,0.52909,0.53102,0.50371,0.32889,1.41082,0.98652,1.08299,0.000201611,0.000201611,0.000201611
73,1647.57,1.39875,0.88462,1.04917,0.51924,0.53102,0.50133,0.33106,1.39567,0.98092,1.07831,0.000189475,0.000189475,0.000189475
74,1669.93,1.35464,0.86384,1.03853,0.54222,0.5243,0.50746,0.33393,1.42825,0.98833,1.08727,0.000177651,0.000177651,0.000177651
75,1692.26,1.37149,0.86686,1.04748,0.5202,0.53511,0.50436,0.33001,1.41461,0.97781,1.08076,0.000166149,0.000166149,0.000166149
76,1714.73,1.36853,0.86218,1.04255,0.54221,0.53201,0.50791,0.33441,1.41266,0.97654,1.08086,0.000154982,0.000154982,0.000154982
77,1737.29,1.38557,0.86485,1.0435,0.52726,0.513,0.50016,0.33144,1.40653,0.97445,1.07784,0.000144161,0.000144161,0.000144161
78,1759.66,1.354,0.85643,1.04127,0.53506,0.53746,0.5082,0.3311,1.41989,0.99145,1.0815,0.000133695,0.000133695,0.000133695
79,1782.18,1.36308,0.84545,1.03714,0.52667,0.52916,0.50472,0.33037,1.40454,0.97004,1.08134,0.000123596,0.000123596,0.000123596
